nta_code,pickup_date,count
BK19,2015-02-07,5
BK19,2015-02-08,4
BK19,2015-02-09,1
BK19,2015-02-10,1
BK19,2015-02-12,1
BK19,2015-02-14,2
BK19,2015-02-15,2
BK19,2015-02-18,1
BK19,2015-02-19,1
BK19,2015-02-20,1
BK19,2015-02-21,1
BK19,2015-02-22,3
BK19,2015-02-24,2
BK19,2015-02-27,3
BK19,2015-02-28,1
BK19,2015-03-01,1
BK19,2015-03-03,2
BK19,2015-03-05,1
BK19,2015-03-06,2
BK19,2015-03-07,3
BK19,2015-03-09,2
BK19,2015-03-10,1
BK19,2015-03-11,2
BK19,2015-03-12,2
BK19,2015-03-13,4
BK19,2015-03-14,1
BK19,2015-03-15,1
BK19,2015-03-16,1
BK19,2015-03-18,1
BK19,2015-03-19,1
BK19,2015-03-20,3
BK19,2015-03-22,1
BK19,2015-03-23,2
BK19,2015-03-24,1
BK19,2015-03-26,2
BK19,2015-03-28,6
BK19,2015-03-29,2
BK19,2015-03-30,2
BK19,2015-03-31,1
BK19,2015-04-01,2
BK19,2015-04-02,2
BK19,2015-04-03,2
BK19,2015-04-04,2
BK19,2015-04-07,1
BK19,2015-04-10,1
BK19,2015-04-11,3
BK19,2015-04-12,2
BK19,2015-04-13,2
BK19,2015-04-14,1
BK19,2015-04-16,1
BK19,2015-04-17,1
BK19,2015-04-18,3
BK19,2015-04-19,3
BK19,2015-04-20,2
BK19,2015-04-21,3
BK19,2015-04-23,1
BK19,2015-04-24,1
BK19,2015-04-25,2
BK19,2015-04-26,1
BK19,2015-04-27,1
BK19,2015-04-29,5
BK19,2015-05-01,3
BK19,2015-05-02,6
BK19,2015-05-03,5
BK19,2015-05-04,1
BK19,2015-05-06,1
BK19,2015-05-08,2
BK19,2015-05-09,2
BK19,2015-05-10,1
BK19,2015-05-12,1
BK19,2015-05-13,1
BK19,2015-05-14,3
BK19,2015-05-15,2
BK19,2015-05-16,5
BK19,2015-05-17,2
BK19,2015-05-19,2
BK19,2015-05-20,1
BK19,2015-05-21,4
BK19,2015-05-23,2
BK19,2015-05-24,3
BK19,2015-05-25,1
BK19,2015-05-27,2
BK19,2015-05-28,1
BK19,2015-05-29,3
BK19,2015-05-30,2
BK19,2015-05-31,5
BK19,2015-06-01,3
BK19,2015-06-02,1
BK19,2015-06-03,1
BK19,2015-06-04,1
BK19,2015-06-05,2
BK19,2015-06-06,4
BK19,2015-06-07,2
BK19,2015-06-08,3
BK19,2015-06-10,1
BK19,2015-06-11,2
BK19,2015-06-12,4
BK19,2015-06-13,2
BK19,2015-06-14,4
BK19,2015-06-15,1
BK19,2015-06-18,1
BK19,2015-06-19,5
BK19,2015-06-20,3
BK19,2015-06-21,4
BK19,2015-06-22,3
BK19,2015-06-24,2
BK19,2015-06-25,2
BK19,2015-06-26,3
BK19,2015-06-27,6
BK19,2015-06-28,1
BK19,2015-06-29,6
BK19,2015-06-30,1
BK21,2015-01-01,3
BK21,2015-01-02,1
BK21,2015-01-03,1
BK21,2015-01-05,1
BK21,2015-01-06,2
BK21,2015-01-08,1
BK21,2015-01-10,2
BK21,2015-01-11,1
BK21,2015-01-12,1
BK21,2015-01-13,3
BK21,2015-01-14,1
BK21,2015-01-15,1
BK21,2015-01-16,1
BK21,2015-01-17,1
BK21,2015-01-18,2
BK21,2015-01-19,2
BK21,2015-01-20,2
BK21,2015-01-21,1
BK21,2015-01-22,1
BK21,2015-01-23,1
BK21,2015-01-24,1
BK21,2015-01-25,2
BK21,2015-01-26,1
BK21,2015-01-27,2
BK21,2015-01-28,1
BK21,2015-01-30,2
BK21,2015-01-31,4
BK21,2015-02-01,1
BK21,2015-02-02,1
BK21,2015-02-03,1
BK21,2015-02-06,1
BK21,2015-02-08,2
BK21,2015-02-10,2
BK21,2015-02-13,3
BK21,2015-02-14,1
BK21,2015-02-15,1
BK21,2015-02-16,1
BK21,2015-02-17,1
BK21,2015-02-20,1
BK21,2015-02-21,1
BK21,2015-02-23,1
BK21,2015-02-24,1
BK21,2015-02-26,1
BK21,2015-02-27,2
BK21,2015-02-28,1
BK21,2015-03-01,1
BK21,2015-03-03,2
BK21,2015-03-06,4
BK21,2015-03-09,1
BK21,2015-03-10,1
BK21,2015-03-11,1
BK21,2015-03-12,1
BK21,2015-03-13,5
BK21,2015-03-14,1
BK21,2015-03-15,1
BK21,2015-03-16,1
BK21,2015-03-17,3
BK21,2015-03-18,2
BK21,2015-03-19,5
BK21,2015-03-20,2
BK21,2015-03-21,5
BK21,2015-03-22,3
BK21,2015-03-24,1
BK21,2015-03-25,1
BK21,2015-03-26,2
BK21,2015-03-27,1
BK21,2015-03-28,2
BK21,2015-03-29,6
BK21,2015-03-30,2
BK21,2015-03-31,1
BK21,2015-04-01,3
BK21,2015-04-02,2
BK21,2015-04-03,2
BK21,2015-04-04,5
BK21,2015-04-05,2
BK21,2015-04-08,1
BK21,2015-04-09,1
BK21,2015-04-10,1
BK21,2015-04-11,1
BK21,2015-04-12,1
BK21,2015-04-13,1
BK21,2015-04-14,1
BK21,2015-04-16,4
BK21,2015-04-17,1
BK21,2015-04-18,7
BK21,2015-04-19,3
BK21,2015-04-20,3
BK21,2015-04-22,3
BK21,2015-04-23,1
BK21,2015-04-24,4
BK21,2015-04-25,1
BK21,2015-04-28,1
BK21,2015-04-29,2
BK21,2015-04-30,1
BK21,2015-05-02,1
BK21,2015-05-04,2
BK21,2015-05-06,1
BK21,2015-05-07,1
BK21,2015-05-08,3
BK21,2015-05-09,4
BK21,2015-05-10,5
BK21,2015-05-11,1
BK21,2015-05-12,3
BK21,2015-05-13,1
BK21,2015-05-14,3
BK21,2015-05-15,1
BK21,2015-05-16,21
BK21,2015-05-17,5
BK21,2015-05-18,5
BK21,2015-05-19,2
BK21,2015-05-20,1
BK21,2015-05-21,3
BK21,2015-05-23,1
BK21,2015-05-24,10
BK21,2015-05-25,3
BK21,2015-05-26,1
BK21,2015-05-28,2
BK21,2015-05-29,4
BK21,2015-05-30,4
BK21,2015-05-31,1
BK21,2015-06-01,1
BK21,2015-06-02,5
BK21,2015-06-03,14
BK21,2015-06-04,5
BK21,2015-06-05,1
BK21,2015-06-06,1
BK21,2015-06-07,5
BK21,2015-06-08,4
BK21,2015-06-09,1
BK21,2015-06-10,2
BK21,2015-06-11,4
BK21,2015-06-12,1
BK21,2015-06-13,7
BK21,2015-06-14,6
BK21,2015-06-15,3
BK21,2015-06-16,3
BK21,2015-06-17,3
BK21,2015-06-18,3
BK21,2015-06-19,2
BK21,2015-06-20,11
BK21,2015-06-21,4
BK21,2015-06-22,4
BK21,2015-06-23,2
BK21,2015-06-24,4
BK21,2015-06-25,4
BK21,2015-06-26,4
BK21,2015-06-27,7
BK21,2015-06-28,3
BK21,2015-06-29,3
BK21,2015-06-30,3
BK25,2015-01-01,7
BK25,2015-01-02,4
BK25,2015-01-03,1
BK25,2015-01-04,2
BK25,2015-01-05,2
BK25,2015-01-06,4
BK25,2015-01-07,4
BK25,2015-01-08,9
BK25,2015-01-09,5
BK25,2015-01-10,3
BK25,2015-01-11,7
BK25,2015-01-12,2
BK25,2015-01-13,4
BK25,2015-01-14,4
BK25,2015-01-15,3
BK25,2015-01-16,3
BK25,2015-01-17,2
BK25,2015-01-18,3
BK25,2015-01-19,5
BK25,2015-01-20,1
BK25,2015-01-21,3
BK25,2015-01-22,4
BK25,2015-01-23,5
BK25,2015-01-24,2
BK25,2015-01-25,2
BK25,2015-01-26,4
BK25,2015-01-27,4
BK25,2015-01-28,8
BK25,2015-01-29,5
BK25,2015-01-30,6
BK25,2015-01-31,2
BK25,2015-02-01,4
BK25,2015-02-02,2
BK25,2015-02-03,3
BK25,2015-02-04,9
BK25,2015-02-05,2
BK25,2015-02-06,3
BK25,2015-02-07,8
BK25,2015-02-08,16
BK25,2015-02-09,1
BK25,2015-02-10,8
BK25,2015-02-11,7
BK25,2015-02-12,5
BK25,2015-02-13,7
BK25,2015-02-14,3
BK25,2015-02-15,7
BK25,2015-02-16,9
BK25,2015-02-17,10
BK25,2015-02-18,6
BK25,2015-02-19,11
BK25,2015-02-20,4
BK25,2015-02-21,4
BK25,2015-02-22,11
BK25,2015-02-23,7
BK25,2015-02-24,5
BK25,2015-02-25,6
BK25,2015-02-26,9
BK25,2015-02-27,8
BK25,2015-02-28,9
BK25,2015-03-01,8
BK25,2015-03-02,5
BK25,2015-03-03,9
BK25,2015-03-04,9
BK25,2015-03-05,14
BK25,2015-03-06,10
BK25,2015-03-07,9
BK25,2015-03-08,9
BK25,2015-03-09,4
BK25,2015-03-10,12
BK25,2015-03-11,5
BK25,2015-03-12,6
BK25,2015-03-13,9
BK25,2015-03-14,6
BK25,2015-03-15,10
BK25,2015-03-16,12
BK25,2015-03-17,12
BK25,2015-03-18,8
BK25,2015-03-19,6
BK25,2015-03-20,10
BK25,2015-03-21,3
BK25,2015-03-22,5
BK25,2015-03-23,10
BK25,2015-03-24,5
BK25,2015-03-25,3
BK25,2015-03-26,12
BK25,2015-03-27,9
BK25,2015-03-28,5
BK25,2015-03-29,5
BK25,2015-03-30,4
BK25,2015-03-31,7
BK25,2015-04-01,10
BK25,2015-04-02,8
BK25,2015-04-03,8
BK25,2015-04-04,6
BK25,2015-04-05,1
BK25,2015-04-06,1
BK25,2015-04-07,5
BK25,2015-04-08,3
BK25,2015-04-09,3
BK25,2015-04-10,1
BK25,2015-04-11,1
BK25,2015-04-12,6
BK25,2015-04-13,11
BK25,2015-04-14,9
BK25,2015-04-15,4
BK25,2015-04-16,6
BK25,2015-04-17,7
BK25,2015-04-18,1
BK25,2015-04-19,5
BK25,2015-04-20,3
BK25,2015-04-21,6
BK25,2015-04-22,8
BK25,2015-04-23,12
BK25,2015-04-24,7
BK25,2015-04-25,8
BK25,2015-04-26,8
BK25,2015-04-27,8
BK25,2015-04-28,8
BK25,2015-04-29,8
BK25,2015-04-30,1
BK25,2015-05-01,9
BK25,2015-05-02,3
BK25,2015-05-03,18
BK25,2015-05-04,7
BK25,2015-05-05,1
BK25,2015-05-06,9
BK25,2015-05-07,13
BK25,2015-05-08,10
BK25,2015-05-09,5
BK25,2015-05-10,8
BK25,2015-05-11,11
BK25,2015-05-12,5
BK25,2015-05-13,10
BK25,2015-05-14,7
BK25,2015-05-15,8
BK25,2015-05-16,10
BK25,2015-05-17,10
BK25,2015-05-18,10
BK25,2015-05-19,6
BK25,2015-05-20,8
BK25,2015-05-21,8
BK25,2015-05-22,3
BK25,2015-05-23,2
BK25,2015-05-24,5
BK25,2015-05-25,5
BK25,2015-05-26,8
BK25,2015-05-27,9
BK25,2015-05-28,12
BK25,2015-05-29,7
BK25,2015-05-30,6
BK25,2015-05-31,11
BK25,2015-06-01,8
BK25,2015-06-02,4
BK25,2015-06-03,9
BK25,2015-06-04,12
BK25,2015-06-05,5
BK25,2015-06-06,4
BK25,2015-06-07,12
BK25,2015-06-08,10
BK25,2015-06-09,13
BK25,2015-06-10,10
BK25,2015-06-11,13
BK25,2015-06-12,11
BK25,2015-06-13,3
BK25,2015-06-14,10
BK25,2015-06-15,13
BK25,2015-06-16,9
BK25,2015-06-17,8
BK25,2015-06-18,9
BK25,2015-06-19,8
BK25,2015-06-20,1
BK25,2015-06-21,12
BK25,2015-06-22,7
BK25,2015-06-23,11
BK25,2015-06-24,5
BK25,2015-06-25,5
BK25,2015-06-26,5
BK25,2015-06-27,6
BK25,2015-06-28,4
BK25,2015-06-29,5
BK25,2015-06-30,10
BK26,2015-01-01,1
BK26,2015-01-04,1
BK26,2015-01-05,2
BK26,2015-01-06,1
BK26,2015-01-08,1
BK26,2015-01-09,1
BK26,2015-01-10,4
BK26,2015-01-12,3
BK26,2015-01-13,1
BK26,2015-01-15,3
BK26,2015-01-17,1
BK26,2015-01-18,2
BK26,2015-01-19,2
BK26,2015-01-20,1
BK26,2015-01-23,1
BK26,2015-01-24,1
BK26,2015-01-26,1
BK26,2015-01-28,2
BK26,2015-01-30,1
BK26,2015-02-01,4
BK26,2015-02-02,3
BK26,2015-02-04,1
BK26,2015-02-05,2
BK26,2015-02-07,1
BK26,2015-02-09,1
BK26,2015-02-10,1
BK26,2015-02-12,1
BK26,2015-02-14,1
BK26,2015-02-15,1
BK26,2015-02-16,2
BK26,2015-02-17,1
BK26,2015-02-19,3
BK26,2015-02-20,1
BK26,2015-02-21,3
BK26,2015-02-22,4
BK26,2015-02-23,2
BK26,2015-02-24,4
BK26,2015-02-25,4
BK26,2015-02-26,2
BK26,2015-02-28,4
BK26,2015-03-02,1
BK26,2015-03-03,1
BK26,2015-03-04,1
BK26,2015-03-05,4
BK26,2015-03-07,1
BK26,2015-03-08,2
BK26,2015-03-09,1
BK26,2015-03-10,3
BK26,2015-03-11,1
BK26,2015-03-12,2
BK26,2015-03-13,4
BK26,2015-03-14,2
BK26,2015-03-15,1
BK26,2015-03-16,3
BK26,2015-03-17,2
BK26,2015-03-18,3
BK26,2015-03-19,2
BK26,2015-03-23,4
BK26,2015-03-24,1
BK26,2015-03-25,1
BK26,2015-03-26,2
BK26,2015-03-27,2
BK26,2015-03-28,1
BK26,2015-03-29,2
BK26,2015-03-30,1
BK26,2015-03-31,1
BK26,2015-04-01,5
BK26,2015-04-02,1
BK26,2015-04-03,2
BK26,2015-04-04,1
BK26,2015-04-05,2
BK26,2015-04-07,2
BK26,2015-04-09,1
BK26,2015-04-10,3
BK26,2015-04-11,2
BK26,2015-04-12,3
BK26,2015-04-13,1
BK26,2015-04-14,1
BK26,2015-04-17,1
BK26,2015-04-18,2
BK26,2015-04-19,1
BK26,2015-04-20,4
BK26,2015-04-22,1
BK26,2015-04-23,5
BK26,2015-04-24,4
BK26,2015-04-25,1
BK26,2015-04-26,3
BK26,2015-04-28,2
BK26,2015-04-29,2
BK26,2015-04-30,4
BK26,2015-05-02,4
BK26,2015-05-04,3
BK26,2015-05-05,4
BK26,2015-05-06,1
BK26,2015-05-07,2
BK26,2015-05-08,3
BK26,2015-05-09,5
BK26,2015-05-10,3
BK26,2015-05-11,1
BK26,2015-05-14,1
BK26,2015-05-16,2
BK26,2015-05-17,2
BK26,2015-05-18,5
BK26,2015-05-19,1
BK26,2015-05-20,1
BK26,2015-05-22,1
BK26,2015-05-26,1
BK26,2015-05-27,1
BK26,2015-05-28,2
BK26,2015-05-29,3
BK26,2015-05-30,1
BK26,2015-05-31,2
BK26,2015-06-01,2
BK26,2015-06-02,1
BK26,2015-06-03,3
BK26,2015-06-04,1
BK26,2015-06-05,4
BK26,2015-06-06,2
BK26,2015-06-07,2
BK26,2015-06-08,3
BK26,2015-06-09,2
BK26,2015-06-10,3
BK26,2015-06-11,1
BK26,2015-06-12,2
BK26,2015-06-14,3
BK26,2015-06-15,1
BK26,2015-06-16,4
BK26,2015-06-17,2
BK26,2015-06-18,1
BK26,2015-06-19,2
BK26,2015-06-20,4
BK26,2015-06-21,3
BK26,2015-06-22,2
BK26,2015-06-23,1
BK26,2015-06-24,1
BK26,2015-06-26,5
BK26,2015-06-27,4
BK26,2015-06-28,2
BK26,2015-06-29,3
BK26,2015-06-30,1
BK27,2015-01-01,2
BK27,2015-01-05,2
BK27,2015-01-06,1
BK27,2015-01-08,1
BK27,2015-01-09,2
BK27,2015-01-10,1
BK27,2015-01-11,1
BK27,2015-01-12,1
BK27,2015-01-13,1
BK27,2015-01-14,2
BK27,2015-01-16,1
BK27,2015-01-18,1
BK27,2015-01-19,1
BK27,2015-01-21,2
BK27,2015-01-22,1
BK27,2015-01-23,2
BK27,2015-01-25,1
BK27,2015-01-26,1
BK27,2015-01-28,2
BK27,2015-01-29,2
BK27,2015-01-30,2
BK27,2015-01-31,2
BK27,2015-02-01,1
BK27,2015-02-02,1
BK27,2015-02-03,1
BK27,2015-02-04,2
BK27,2015-02-05,1
BK27,2015-02-06,1
BK27,2015-02-07,1
BK27,2015-02-08,1
BK27,2015-02-09,2
BK27,2015-02-10,1
BK27,2015-02-14,1
BK27,2015-02-16,2
BK27,2015-02-17,2
BK27,2015-02-18,2
BK27,2015-02-20,1
BK27,2015-02-23,1
BK27,2015-02-26,3
BK27,2015-02-27,4
BK27,2015-03-02,2
BK27,2015-03-04,3
BK27,2015-03-05,2
BK27,2015-03-06,1
BK27,2015-03-08,1
BK27,2015-03-09,1
BK27,2015-03-10,3
BK27,2015-03-11,2
BK27,2015-03-12,1
BK27,2015-03-13,3
BK27,2015-03-14,3
BK27,2015-03-16,2
BK27,2015-03-17,2
BK27,2015-03-18,2
BK27,2015-03-19,2
BK27,2015-03-20,2
BK27,2015-03-21,3
BK27,2015-03-22,1
BK27,2015-03-23,2
BK27,2015-03-24,2
BK27,2015-03-25,1
BK27,2015-03-26,4
BK27,2015-03-27,1
BK27,2015-03-28,4
BK27,2015-03-29,1
BK27,2015-03-30,3
BK27,2015-03-31,2
BK27,2015-04-02,1
BK27,2015-04-03,5
BK27,2015-04-04,2
BK27,2015-04-05,2
BK27,2015-04-06,1
BK27,2015-04-07,4
BK27,2015-04-08,2
BK27,2015-04-09,1
BK27,2015-04-10,4
BK27,2015-04-11,3
BK27,2015-04-12,1
BK27,2015-04-13,2
BK27,2015-04-14,2
BK27,2015-04-15,4
BK27,2015-04-16,3
BK27,2015-04-17,1
BK27,2015-04-18,1
BK27,2015-04-19,3
BK27,2015-04-20,3
BK27,2015-04-23,1
BK27,2015-04-24,2
BK27,2015-04-25,3
BK27,2015-04-26,2
BK27,2015-04-27,2
BK27,2015-04-28,1
BK27,2015-04-29,1
BK27,2015-04-30,1
BK27,2015-05-02,2
BK27,2015-05-03,3
BK27,2015-05-04,1
BK27,2015-05-05,2
BK27,2015-05-06,4
BK27,2015-05-07,2
BK27,2015-05-08,3
BK27,2015-05-10,3
BK27,2015-05-11,3
BK27,2015-05-13,1
BK27,2015-05-15,2
BK27,2015-05-16,1
BK27,2015-05-18,1
BK27,2015-05-19,2
BK27,2015-05-21,3
