"","service.x","nta_code","pickup_date","avg_households.x","avg_population.x","avg_ppl_per_acre.x","count.x","median_median_age.x","median_median_income.x","count.y"
"84","yellow","BK09","2015-01-05",11036,22887,97,1,37,105398,1
"85","yellow","BK09","2015-01-07",11036,22887,97,2,37,105398,2
"86","yellow","BK09","2015-01-09",11036,22887,97,1,37,105398,1
"87","yellow","BK09","2015-01-10",11036,22887,97,1,37,105398,1
"88","yellow","BK09","2015-01-11",11036,22887,97,2,37,105398,1
"89","yellow","BK09","2015-01-15",11036,22887,97,1,37,105398,1
"90","yellow","BK09","2015-01-16",11036,22887,97,1,37,105398,0
"91","yellow","BK09","2015-01-20",11036,22887,97,1,37,105398,0
"92","yellow","BK09","2015-01-22",11036,22887,97,2,37,105398,3
"93","yellow","BK09","2015-01-30",11036,22887,97,1,37,105398,1
"94","yellow","BK09","2015-01-31",11036,22887,97,1,37,105398,0
"95","yellow","BK09","2015-02-06",11036,22887,97,1,37,105398,1
"96","yellow","BK09","2015-02-09",11036,22887,97,1,37,105398,1
"97","yellow","BK09","2015-02-10",11036,22887,97,1,37,105398,2
"98","yellow","BK09","2015-02-11",11036,22887,97,2,37,105398,0
"99","yellow","BK09","2015-02-13",11036,22887,97,1,37,105398,0
"100","yellow","BK09","2015-02-15",11036,22887,97,1,37,105398,0
"101","yellow","BK09","2015-02-22",11036,22887,97,1,37,105398,0
"102","yellow","BK09","2015-02-24",11036,22887,97,2,37,105398,0
"103","yellow","BK09","2015-02-25",11036,22887,97,1,37,105398,0
"104","yellow","BK09","2015-02-26",11036,22887,97,1,37,105398,0
"105","yellow","BK09","2015-02-27",11036,22887,97,2,37,105398,0
"106","yellow","BK09","2015-02-28",11036,22887,97,1,37,105398,0
"107","yellow","BK09","2015-03-02",11036,22887,97,2,37,105398,0
"108","yellow","BK09","2015-03-03",11036,22887,97,1,37,105398,0
"109","yellow","BK09","2015-03-04",11036,22887,97,1,37,105398,0
"110","yellow","BK09","2015-03-05",11036,22887,97,1,37,105398,0
"111","yellow","BK09","2015-03-07",11036,22887,97,1,37,105398,1
"112","yellow","BK09","2015-03-08",11036,22887,97,1,37,105398,0
"113","yellow","BK09","2015-03-09",11036,22887,97,1,37,105398,0
"114","yellow","BK09","2015-03-10",11036,22887,97,1,37,105398,1
"115","yellow","BK09","2015-03-11",11036,22887,97,2,37,105398,1
"116","yellow","BK09","2015-03-14",11036,22887,97,1,37,105398,0
"117","yellow","BK09","2015-03-15",11036,22887,97,2,37,105398,0
"118","yellow","BK09","2015-03-16",11036,22887,97,2,37,105398,0
"119","yellow","BK09","2015-03-19",11036,22887,97,2,37,105398,5
"120","yellow","BK09","2015-03-22",11036,22887,97,1,37,105398,0
"121","yellow","BK09","2015-03-25",11036,22887,97,2,37,105398,0
"122","yellow","BK09","2015-03-27",11036,22887,97,1,37,105398,0
"123","yellow","BK09","2015-03-28",11036,22887,97,1,37,105398,1
"124","yellow","BK09","2015-03-29",11036,22887,97,2,37,105398,1
"125","yellow","BK09","2015-03-31",11036,22887,97,1,37,105398,0
"126","yellow","BK09","2015-04-02",11036,22887,97,1,37,105398,1
"127","yellow","BK09","2015-04-03",11036,22887,97,2,37,105398,0
"128","yellow","BK09","2015-04-04",11036,22887,97,1,37,105398,1
"129","yellow","BK09","2015-04-06",11036,22887,97,1,37,105398,1
"130","yellow","BK09","2015-04-07",11036,22887,97,1,37,105398,2
"131","yellow","BK09","2015-04-11",11036,22887,97,1,37,105398,1
"132","yellow","BK09","2015-04-16",11036,22887,97,2,37,105398,0
"133","yellow","BK09","2015-04-22",11036,22887,97,1,37,105398,0
"134","yellow","BK09","2015-04-26",11036,22887,97,1,37,105398,0
"135","yellow","BK09","2015-04-27",11036,22887,97,1,37,105398,0
"136","yellow","BK09","2015-05-01",11036,22887,97,1,37,105398,2
"137","yellow","BK09","2015-05-02",11036,22887,97,1,37,105398,2
"138","yellow","BK09","2015-05-03",11036,22887,97,1,37,105398,0
"139","yellow","BK09","2015-05-04",11036,22887,97,1,37,105398,0
"140","yellow","BK09","2015-05-05",11036,22887,97,1,37,105398,0
"141","yellow","BK09","2015-05-06",11036,22887,97,2,37,105398,0
"142","yellow","BK09","2015-05-07",11036,22887,97,1,37,105398,0
"143","yellow","BK09","2015-05-08",11036,22887,97,1,37,105398,1
"144","yellow","BK09","2015-05-13",11036,22887,97,2,37,105398,0
"145","yellow","BK09","2015-05-14",11036,22887,97,1,37,105398,0
"146","yellow","BK09","2015-05-16",11036,22887,97,1,37,105398,1
"147","yellow","BK09","2015-05-17",11036,22887,97,1,37,105398,1
"148","yellow","BK09","2015-05-21",11036,22887,97,1,37,105398,0
"149","yellow","BK09","2015-05-22",11036,22887,97,1,37,105398,1
"150","yellow","BK09","2015-05-26",11036,22887,97,2,37,105398,1
"151","yellow","BK09","2015-05-27",11036,22887,97,1,37,105398,0
"152","yellow","BK09","2015-05-30",11036,22887,97,2,37,105398,3
"153","yellow","BK09","2015-06-01",11036,22887,97,1,37,105398,0
"154","yellow","BK09","2015-06-04",11036,22887,97,2,37,105398,0
"155","yellow","BK09","2015-06-08",11036,22887,97,1,37,105398,2
"156","yellow","BK09","2015-06-09",11036,22887,97,1,37,105398,2
"157","yellow","BK09","2015-06-12",11036,22887,97,1,37,105398,0
"158","yellow","BK09","2015-06-14",11036,22887,97,1,37,105398,2
"159","yellow","BK09","2015-06-15",11036,22887,97,2,37,105398,1
"160","yellow","BK09","2015-06-19",11036,22887,97,1,37,105398,1
"161","yellow","BK09","2015-06-21",11036,22887,97,1,37,105398,1
"162","yellow","BK09","2015-06-25",11036,22887,97,1,37,105398,1
"163","yellow","BK19","2015-04-26",14145,35547,90.4,1,46,30872,0
"164","yellow","BK21","2014-05-10",10864,31965,37.5,1,38,23229,0
"165","yellow","BK21","2014-05-29",10864,31965,37.5,1,38,23229,0
"166","yellow","BK23","2014-05-01",8116,17750,88.2,1,56,38047,0
"167","yellow","BK25","2015-02-02",15496,44316,64.4,1,35,47882,1
"168","yellow","BK25","2015-05-18",15496,44316,64.4,1,35,47882,0
"169","yellow","BK27","2015-01-24",11125,29931,62.3,1,39,55193,0
"170","yellow","BK29","2015-03-09",21974,62978,76.8,1,39,45108,0
"171","yellow","BK30","2014-04-24",15100,42419,61.8,1,39,54752,0
"172","yellow","BK30","2014-05-25",15100,42419,61.8,1,39,54752,0
"173","yellow","BK31","2014-05-23",34991,78607,50.5,1,39,57980,0
"174","yellow","BK31","2014-07-18",34991,78607,50.5,1,39,57980,0
"175","yellow","BK31","2014-08-27",34991,78607,50.5,1,39,57980,0
"176","yellow","BK31","2014-09-13",34991,78607,50.5,1,39,57980,0
"177","yellow","BK31","2015-02-03",34991,78607,50.5,1,39,57980,0
"178","yellow","BK31","2015-02-27",34991,78607,50.5,1,39,57980,1
"179","yellow","BK31","2015-04-06",34991,78607,50.5,1,39,57980,0
"180","yellow","BK31","2015-04-12",34991,78607,50.5,1,39,57980,0
"181","yellow","BK31","2015-05-22",34991,78607,50.5,1,39,57980,1
"182","yellow","BK31","2015-06-17",34991,78607,50.5,1,39,57980,0
"183","yellow","BK32","2014-04-04",16697,54041,43.8,1,32,44165,0
"184","yellow","BK32","2014-04-18",16697,54041,43.8,1,32,44165,0
"185","yellow","BK32","2014-05-16",16697,54041,43.8,1,32,44165,0
"186","yellow","BK32","2014-07-03",16697,54041,43.8,1,32,44165,0
"187","yellow","BK32","2014-07-08",16697,54041,43.8,1,32,44165,0
"188","yellow","BK32","2014-07-13",16697,54041,43.8,1,32,44165,0
"189","yellow","BK32","2014-08-02",16697,54041,43.8,1,32,44165,0
"190","yellow","BK32","2014-08-28",16697,54041,43.8,1,32,44165,0
"191","yellow","BK32","2014-09-18",16697,54041,43.8,1,32,44165,0
"192","yellow","BK32","2014-09-19",16697,54041,43.8,1,32,44165,0
"193","yellow","BK32","2014-09-28",16697,54041,43.8,1,32,44165,0
"194","yellow","BK32","2015-02-06",16697,54041,43.8,1,32,44165,0
"195","yellow","BK32","2015-02-09",16697,54041,43.8,1,32,44165,0
"196","yellow","BK32","2015-03-08",16697,54041,43.8,1,32,44165,0
"197","yellow","BK32","2015-04-13",16697,54041,43.8,1,32,44165,0
"198","yellow","BK32","2015-04-19",16697,54041,43.8,1,32,44165,0
"199","yellow","BK32","2015-05-22",16697,54041,43.8,1,32,44165,0
"200","yellow","BK32","2015-06-09",16697,54041,43.8,1,32,44165,1
"201","yellow","BK32","2015-06-27",16697,54041,43.8,1,32,44165,0
"202","yellow","BK33","2014-04-05",17786,38353,36.9,1,35,85496,2
"203","yellow","BK33","2014-04-06",17786,38353,36.9,2,35,85496,0
"204","yellow","BK33","2014-04-09",17786,38353,36.9,1,35,85496,0
"205","yellow","BK33","2014-04-10",17786,38353,36.9,1,35,85496,0
"206","yellow","BK33","2014-04-11",17786,38353,36.9,1,35,85496,0
"207","yellow","BK33","2014-04-12",17786,38353,36.9,3,35,85496,0
"208","yellow","BK33","2014-04-13",17786,38353,36.9,1,35,85496,0
"209","yellow","BK33","2014-04-14",17786,38353,36.9,1,35,85496,0
"210","yellow","BK33","2014-04-17",17786,38353,36.9,2,35,85496,0
"211","yellow","BK33","2014-04-19",17786,38353,36.9,1,35,85496,0
"212","yellow","BK33","2014-04-20",17786,38353,36.9,1,35,85496,0
"213","yellow","BK33","2014-04-23",17786,38353,36.9,1,35,85496,1
"214","yellow","BK33","2014-04-25",17786,38353,36.9,1,35,85496,0
"215","yellow","BK33","2014-04-26",17786,38353,36.9,2,35,85496,0
"216","yellow","BK33","2014-04-28",17786,38353,36.9,1,35,85496,0
"217","yellow","BK33","2014-04-29",17786,38353,36.9,1,35,85496,0
"218","yellow","BK33","2014-05-02",17786,38353,36.9,1,35,85496,0
"219","yellow","BK33","2014-05-03",17786,38353,36.9,1,35,85496,0
"220","yellow","BK33","2014-05-06",17786,38353,36.9,1,35,85496,0
"221","yellow","BK33","2014-05-07",17786,38353,36.9,1,35,85496,0
"222","yellow","BK33","2014-05-08",17786,38353,36.9,1,35,85496,0
"223","yellow","BK33","2014-05-09",17786,38353,36.9,3,35,85496,0
"224","yellow","BK33","2014-05-11",17786,38353,36.9,2,35,85496,0
"225","yellow","BK33","2014-05-12",17786,38353,36.9,2,35,85496,0
"226","yellow","BK33","2014-05-14",17786,38353,36.9,1,35,85496,0
"227","yellow","BK33","2014-05-15",17786,38353,36.9,2,35,85496,0
"228","yellow","BK33","2014-05-16",17786,38353,36.9,2,35,85496,0
"229","yellow","BK33","2014-05-17",17786,38353,36.9,4,35,85496,0
"230","yellow","BK33","2014-05-20",17786,38353,36.9,1,35,85496,0
"231","yellow","BK33","2014-05-21",17786,38353,36.9,1,35,85496,0
"232","yellow","BK33","2014-05-22",17786,38353,36.9,1,35,85496,0
"233","yellow","BK33","2014-05-23",17786,38353,36.9,1,35,85496,1
"234","yellow","BK33","2014-05-28",17786,38353,36.9,1,35,85496,0
"235","yellow","BK33","2014-05-30",17786,38353,36.9,1,35,85496,0
"236","yellow","BK33","2014-05-31",17786,38353,36.9,1,35,85496,0
"237","yellow","BK33","2014-06-02",17786,38353,36.9,1,35,85496,0
"238","yellow","BK33","2014-06-05",17786,38353,36.9,1,35,85496,0
"239","yellow","BK33","2014-06-07",17786,38353,36.9,2,35,85496,1
"240","yellow","BK33","2014-06-08",17786,38353,36.9,1,35,85496,0
"241","yellow","BK33","2014-06-09",17786,38353,36.9,1,35,85496,1
"242","yellow","BK33","2014-06-10",17786,38353,36.9,1,35,85496,0
"243","yellow","BK33","2014-06-11",17786,38353,36.9,2,35,85496,0
"244","yellow","BK33","2014-06-16",17786,38353,36.9,1,35,85496,1
"245","yellow","BK33","2014-06-17",17786,38353,36.9,2,35,85496,0
"246","yellow","BK33","2014-06-20",17786,38353,36.9,2,35,85496,0
"247","yellow","BK33","2014-06-21",17786,38353,36.9,3,35,85496,0
"248","yellow","BK33","2014-06-22",17786,38353,36.9,3,35,85496,0
"249","yellow","BK33","2014-06-24",17786,38353,36.9,1,35,85496,0
"250","yellow","BK33","2014-06-25",17786,38353,36.9,1,35,85496,0
"251","yellow","BK33","2014-06-27",17786,38353,36.9,3,35,85496,0
"252","yellow","BK33","2014-06-28",17786,38353,36.9,1,35,85496,1
"253","yellow","BK33","2014-06-29",17786,38353,36.9,1,35,85496,0
"254","yellow","BK33","2014-07-02",17786,38353,36.9,1,35,85496,0
"255","yellow","BK33","2014-07-03",17786,38353,36.9,1,35,85496,0
"256","yellow","BK33","2014-07-04",17786,38353,36.9,1,35,85496,0
"257","yellow","BK33","2014-07-05",17786,38353,36.9,1,35,85496,0
"258","yellow","BK33","2014-07-08",17786,38353,36.9,1,35,85496,0
"259","yellow","BK33","2014-07-11",17786,38353,36.9,1,35,85496,1
"260","yellow","BK33","2014-07-13",17786,38353,36.9,1,35,85496,0
"261","yellow","BK33","2014-07-14",17786,38353,36.9,3,35,85496,0
"262","yellow","BK33","2014-07-16",17786,38353,36.9,1,35,85496,0
"263","yellow","BK33","2014-07-18",17786,38353,36.9,1,35,85496,0
"264","yellow","BK33","2014-07-19",17786,38353,36.9,1,35,85496,0
"265","yellow","BK33","2014-07-20",17786,38353,36.9,1,35,85496,0
"266","yellow","BK33","2014-07-21",17786,38353,36.9,1,35,85496,0
"267","yellow","BK33","2014-07-24",17786,38353,36.9,1,35,85496,0
"268","yellow","BK33","2014-07-25",17786,38353,36.9,2,35,85496,0
"269","yellow","BK33","2014-07-27",17786,38353,36.9,1,35,85496,0
"270","yellow","BK33","2014-07-28",17786,38353,36.9,1,35,85496,0
"271","yellow","BK33","2014-08-02",17786,38353,36.9,1,35,85496,1
"272","yellow","BK33","2014-08-03",17786,38353,36.9,1,35,85496,1
"273","yellow","BK33","2014-08-04",17786,38353,36.9,1,35,85496,0
"274","yellow","BK33","2014-08-05",17786,38353,36.9,1,35,85496,0
"275","yellow","BK33","2014-08-07",17786,38353,36.9,1,35,85496,1
"276","yellow","BK33","2014-08-10",17786,38353,36.9,1,35,85496,0
"277","yellow","BK33","2014-08-17",17786,38353,36.9,2,35,85496,1
"278","yellow","BK33","2014-08-18",17786,38353,36.9,1,35,85496,0
"279","yellow","BK33","2014-08-19",17786,38353,36.9,2,35,85496,0
"280","yellow","BK33","2014-08-24",17786,38353,36.9,1,35,85496,0
"281","yellow","BK33","2014-08-27",17786,38353,36.9,1,35,85496,0
"282","yellow","BK33","2014-08-31",17786,38353,36.9,1,35,85496,0
"283","yellow","BK33","2014-09-01",17786,38353,36.9,1,35,85496,2
"284","yellow","BK33","2014-09-02",17786,38353,36.9,2,35,85496,0
"285","yellow","BK33","2014-09-03",17786,38353,36.9,2,35,85496,0
"286","yellow","BK33","2014-09-06",17786,38353,36.9,3,35,85496,0
"287","yellow","BK33","2014-09-07",17786,38353,36.9,1,35,85496,0
"288","yellow","BK33","2014-09-11",17786,38353,36.9,1,35,85496,0
"289","yellow","BK33","2014-09-14",17786,38353,36.9,3,35,85496,0
"290","yellow","BK33","2014-09-15",17786,38353,36.9,1,35,85496,0
"291","yellow","BK33","2014-09-16",17786,38353,36.9,2,35,85496,0
"292","yellow","BK33","2014-09-17",17786,38353,36.9,1,35,85496,0
"293","yellow","BK33","2014-09-19",17786,38353,36.9,3,35,85496,1
"294","yellow","BK33","2014-09-20",17786,38353,36.9,2,35,85496,1
"295","yellow","BK33","2014-09-21",17786,38353,36.9,1,35,85496,0
"296","yellow","BK33","2014-09-26",17786,38353,36.9,1,35,85496,0
"297","yellow","BK33","2014-09-27",17786,38353,36.9,1,35,85496,0
"298","yellow","BK33","2014-09-28",17786,38353,36.9,1,35,85496,0
"299","yellow","BK33","2015-01-01",17786,38353,36.9,3,35,85496,0
"300","yellow","BK33","2015-01-03",17786,38353,36.9,1,35,85496,0
"301","yellow","BK33","2015-01-05",17786,38353,36.9,3,35,85496,1
"302","yellow","BK33","2015-01-06",17786,38353,36.9,1,35,85496,2
"303","yellow","BK33","2015-01-07",17786,38353,36.9,1,35,85496,0
"304","yellow","BK33","2015-01-08",17786,38353,36.9,1,35,85496,1
"305","yellow","BK33","2015-01-12",17786,38353,36.9,1,35,85496,1
"306","yellow","BK33","2015-01-14",17786,38353,36.9,1,35,85496,0
"307","yellow","BK33","2015-01-16",17786,38353,36.9,2,35,85496,0
"308","yellow","BK33","2015-01-19",17786,38353,36.9,1,35,85496,1
"309","yellow","BK33","2015-01-23",17786,38353,36.9,1,35,85496,0
"310","yellow","BK33","2015-01-24",17786,38353,36.9,2,35,85496,0
"311","yellow","BK33","2015-01-25",17786,38353,36.9,1,35,85496,1
"312","yellow","BK33","2015-01-28",17786,38353,36.9,1,35,85496,0
"313","yellow","BK33","2015-01-29",17786,38353,36.9,2,35,85496,1
"314","yellow","BK33","2015-01-31",17786,38353,36.9,2,35,85496,0
"315","yellow","BK33","2015-02-03",17786,38353,36.9,1,35,85496,1
"316","yellow","BK33","2015-02-05",17786,38353,36.9,1,35,85496,0
"317","yellow","BK33","2015-02-07",17786,38353,36.9,1,35,85496,1
"318","yellow","BK33","2015-02-12",17786,38353,36.9,1,35,85496,0
"319","yellow","BK33","2015-02-14",17786,38353,36.9,1,35,85496,0
"320","yellow","BK33","2015-02-17",17786,38353,36.9,2,35,85496,1
"321","yellow","BK33","2015-02-18",17786,38353,36.9,1,35,85496,0
"322","yellow","BK33","2015-02-19",17786,38353,36.9,1,35,85496,0
"323","yellow","BK33","2015-02-20",17786,38353,36.9,1,35,85496,0
"324","yellow","BK33","2015-02-22",17786,38353,36.9,2,35,85496,1
"325","yellow","BK33","2015-02-24",17786,38353,36.9,1,35,85496,0
"326","yellow","BK33","2015-02-25",17786,38353,36.9,1,35,85496,0
"327","yellow","BK33","2015-02-27",17786,38353,36.9,1,35,85496,0
"328","yellow","BK33","2015-03-01",17786,38353,36.9,1,35,85496,1
"329","yellow","BK33","2015-03-02",17786,38353,36.9,1,35,85496,0
"330","yellow","BK33","2015-03-04",17786,38353,36.9,1,35,85496,0
"331","yellow","BK33","2015-03-08",17786,38353,36.9,1,35,85496,0
"332","yellow","BK33","2015-03-09",17786,38353,36.9,1,35,85496,1
"333","yellow","BK33","2015-03-11",17786,38353,36.9,1,35,85496,0
"334","yellow","BK33","2015-03-12",17786,38353,36.9,2,35,85496,0
"335","yellow","BK33","2015-03-14",17786,38353,36.9,2,35,85496,0
"336","yellow","BK33","2015-03-15",17786,38353,36.9,2,35,85496,0
"337","yellow","BK33","2015-03-17",17786,38353,36.9,1,35,85496,0
"338","yellow","BK33","2015-03-18",17786,38353,36.9,1,35,85496,0
"339","yellow","BK33","2015-03-19",17786,38353,36.9,1,35,85496,0
"340","yellow","BK33","2015-03-20",17786,38353,36.9,1,35,85496,0
"341","yellow","BK33","2015-03-21",17786,38353,36.9,2,35,85496,0
"342","yellow","BK33","2015-03-22",17786,38353,36.9,2,35,85496,0
"343","yellow","BK33","2015-03-24",17786,38353,36.9,1,35,85496,0
"344","yellow","BK33","2015-04-01",17786,38353,36.9,2,35,85496,0
"345","yellow","BK33","2015-04-02",17786,38353,36.9,2,35,85496,0
"346","yellow","BK33","2015-04-09",17786,38353,36.9,1,35,85496,0
"347","yellow","BK33","2015-04-10",17786,38353,36.9,2,35,85496,0
"348","yellow","BK33","2015-04-11",17786,38353,36.9,1,35,85496,0
"349","yellow","BK33","2015-04-14",17786,38353,36.9,1,35,85496,1
"350","yellow","BK33","2015-04-15",17786,38353,36.9,3,35,85496,1
"351","yellow","BK33","2015-04-17",17786,38353,36.9,2,35,85496,0
"352","yellow","BK33","2015-04-22",17786,38353,36.9,1,35,85496,1
"353","yellow","BK33","2015-04-23",17786,38353,36.9,2,35,85496,0
"354","yellow","BK33","2015-04-24",17786,38353,36.9,1,35,85496,0
"355","yellow","BK33","2015-04-25",17786,38353,36.9,1,35,85496,1
"356","yellow","BK33","2015-04-26",17786,38353,36.9,2,35,85496,1
"357","yellow","BK33","2015-04-27",17786,38353,36.9,2,35,85496,1
"358","yellow","BK33","2015-04-30",17786,38353,36.9,1,35,85496,0
"359","yellow","BK33","2015-05-05",17786,38353,36.9,1,35,85496,0
"360","yellow","BK33","2015-05-08",17786,38353,36.9,1,35,85496,0
"361","yellow","BK33","2015-05-14",17786,38353,36.9,1,35,85496,0
"362","yellow","BK33","2015-05-21",17786,38353,36.9,2,35,85496,0
"363","yellow","BK33","2015-05-23",17786,38353,36.9,4,35,85496,2
"364","yellow","BK33","2015-05-29",17786,38353,36.9,1,35,85496,0
"365","yellow","BK33","2015-05-31",17786,38353,36.9,1,35,85496,0
"366","yellow","BK33","2015-06-03",17786,38353,36.9,1,35,85496,0
"367","yellow","BK33","2015-06-05",17786,38353,36.9,1,35,85496,0
"368","yellow","BK33","2015-06-06",17786,38353,36.9,2,35,85496,3
"369","yellow","BK33","2015-06-07",17786,38353,36.9,4,35,85496,0
"370","yellow","BK33","2015-06-08",17786,38353,36.9,1,35,85496,1
"371","yellow","BK33","2015-06-10",17786,38353,36.9,1,35,85496,0
"372","yellow","BK33","2015-06-13",17786,38353,36.9,2,35,85496,1
"373","yellow","BK33","2015-06-16",17786,38353,36.9,1,35,85496,0
"374","yellow","BK33","2015-06-22",17786,38353,36.9,1,35,85496,1
"375","yellow","BK34","2014-04-17",20290,72340,116.3,1,32,35636,0
"376","yellow","BK35","2014-04-17",24825,63504,88.1,1,33,37082,0
"377","yellow","BK35","2014-04-18",24825,63504,88.1,1,33,37082,0
"378","yellow","BK35","2014-04-24",24825,63504,88.1,1,33,37082,0
"379","yellow","BK35","2014-04-27",24825,63504,88.1,1,33,37082,0
"380","yellow","BK35","2014-05-23",24825,63504,88.1,1,33,37082,0
"381","yellow","BK35","2014-06-15",24825,63504,88.1,1,33,37082,0
"382","yellow","BK35","2014-06-28",24825,63504,88.1,1,33,37082,0
"383","yellow","BK35","2014-07-11",24825,63504,88.1,1,33,37082,0
