"","service.x","nta_code","pickup_date","avg_households.x","avg_population.x","avg_ppl_per_acre.x","count.x","median_median_age.x","median_median_income.x","count.y"
"97","green","BK09","2014-09-23",11036,22887,97,2,37,105398,0
"98","green","BK09","2014-09-24",11036,22887,97,1,37,105398,0
"99","green","BK09","2014-09-29",11036,22887,97,1,37,105398,0
"100","green","BK09","2014-09-30",11036,22887,97,1,37,105398,0
"101","green","BK09","2015-01-01",11036,22887,97,1,37,105398,1
"102","green","BK09","2015-01-02",11036,22887,97,1,37,105398,2
"103","green","BK09","2015-01-03",11036,22887,97,1,37,105398,1
"104","green","BK09","2015-01-06",11036,22887,97,2,37,105398,1
"105","green","BK09","2015-01-07",11036,22887,97,3,37,105398,2
"106","green","BK09","2015-01-08",11036,22887,97,2,37,105398,0
"107","green","BK09","2015-01-10",11036,22887,97,1,37,105398,1
"108","green","BK09","2015-01-11",11036,22887,97,1,37,105398,1
"109","green","BK09","2015-01-12",11036,22887,97,1,37,105398,0
"110","green","BK09","2015-01-15",11036,22887,97,2,37,105398,1
"111","green","BK09","2015-01-17",11036,22887,97,2,37,105398,1
"112","green","BK09","2015-01-18",11036,22887,97,1,37,105398,0
"113","green","BK09","2015-01-19",11036,22887,97,1,37,105398,0
"114","green","BK09","2015-01-20",11036,22887,97,1,37,105398,0
"115","green","BK09","2015-01-21",11036,22887,97,1,37,105398,1
"116","green","BK09","2015-01-22",11036,22887,97,1,37,105398,3
"117","green","BK09","2015-01-25",11036,22887,97,1,37,105398,0
"118","green","BK09","2015-01-26",11036,22887,97,1,37,105398,0
"119","green","BK09","2015-01-27",11036,22887,97,1,37,105398,0
"120","green","BK09","2015-01-29",11036,22887,97,1,37,105398,0
"121","green","BK09","2015-01-31",11036,22887,97,1,37,105398,0
"122","green","BK09","2015-02-01",11036,22887,97,1,37,105398,2
"123","green","BK09","2015-02-03",11036,22887,97,3,37,105398,0
"124","green","BK09","2015-02-04",11036,22887,97,3,37,105398,1
"125","green","BK09","2015-02-06",11036,22887,97,2,37,105398,1
"126","green","BK09","2015-02-07",11036,22887,97,2,37,105398,0
"127","green","BK09","2015-02-08",11036,22887,97,2,37,105398,1
"128","green","BK09","2015-02-09",11036,22887,97,1,37,105398,1
"129","green","BK09","2015-02-12",11036,22887,97,2,37,105398,1
"130","green","BK09","2015-02-13",11036,22887,97,3,37,105398,0
"131","green","BK09","2015-02-14",11036,22887,97,1,37,105398,0
"132","green","BK09","2015-02-18",11036,22887,97,1,37,105398,1
"133","green","BK09","2015-02-19",11036,22887,97,2,37,105398,1
"134","green","BK09","2015-02-23",11036,22887,97,1,37,105398,1
"135","green","BK09","2015-02-24",11036,22887,97,1,37,105398,0
"136","green","BK09","2015-02-25",11036,22887,97,1,37,105398,0
"137","green","BK09","2015-02-26",11036,22887,97,3,37,105398,0
"138","green","BK09","2015-02-27",11036,22887,97,1,37,105398,0
"139","green","BK09","2015-02-28",11036,22887,97,1,37,105398,0
"140","green","BK09","2015-03-05",11036,22887,97,1,37,105398,0
"141","green","BK09","2015-03-07",11036,22887,97,2,37,105398,1
"142","green","BK09","2015-03-09",11036,22887,97,2,37,105398,0
"143","green","BK09","2015-03-11",11036,22887,97,3,37,105398,1
"144","green","BK09","2015-03-15",11036,22887,97,1,37,105398,0
"145","green","BK09","2015-03-17",11036,22887,97,1,37,105398,0
"146","green","BK09","2015-03-20",11036,22887,97,1,37,105398,0
"147","green","BK09","2015-03-21",11036,22887,97,1,37,105398,0
"148","green","BK09","2015-03-22",11036,22887,97,1,37,105398,0
"149","green","BK09","2015-03-23",11036,22887,97,1,37,105398,1
"150","green","BK09","2015-03-26",11036,22887,97,2,37,105398,0
"151","green","BK09","2015-03-27",11036,22887,97,3,37,105398,0
"152","green","BK09","2015-03-29",11036,22887,97,1,37,105398,1
"153","green","BK09","2015-03-30",11036,22887,97,1,37,105398,1
"154","green","BK09","2015-03-31",11036,22887,97,1,37,105398,0
"155","green","BK09","2015-04-01",11036,22887,97,1,37,105398,0
"156","green","BK09","2015-04-02",11036,22887,97,2,37,105398,1
"157","green","BK09","2015-04-03",11036,22887,97,5,37,105398,0
"158","green","BK09","2015-04-06",11036,22887,97,1,37,105398,1
"159","green","BK09","2015-04-07",11036,22887,97,1,37,105398,2
"160","green","BK09","2015-04-09",11036,22887,97,3,37,105398,0
"161","green","BK09","2015-04-13",11036,22887,97,2,37,105398,0
"162","green","BK09","2015-04-14",11036,22887,97,1,37,105398,0
"163","green","BK09","2015-04-15",11036,22887,97,2,37,105398,1
"164","green","BK09","2015-04-16",11036,22887,97,1,37,105398,0
"165","green","BK09","2015-04-19",11036,22887,97,1,37,105398,2
"166","green","BK09","2015-04-20",11036,22887,97,1,37,105398,1
"167","green","BK09","2015-04-21",11036,22887,97,1,37,105398,1
"168","green","BK09","2015-04-22",11036,22887,97,1,37,105398,0
"169","green","BK09","2015-04-23",11036,22887,97,1,37,105398,1
"170","green","BK09","2015-04-24",11036,22887,97,3,37,105398,1
"171","green","BK09","2015-04-25",11036,22887,97,1,37,105398,3
"172","green","BK09","2015-04-27",11036,22887,97,1,37,105398,0
"173","green","BK09","2015-04-28",11036,22887,97,1,37,105398,1
"174","green","BK09","2015-04-29",11036,22887,97,1,37,105398,0
"175","green","BK09","2015-04-30",11036,22887,97,2,37,105398,0
"176","green","BK09","2015-05-01",11036,22887,97,1,37,105398,2
"177","green","BK09","2015-05-03",11036,22887,97,3,37,105398,0
"178","green","BK09","2015-05-04",11036,22887,97,1,37,105398,0
"179","green","BK09","2015-05-05",11036,22887,97,3,37,105398,0
"180","green","BK09","2015-05-06",11036,22887,97,1,37,105398,0
"181","green","BK09","2015-05-07",11036,22887,97,1,37,105398,0
"182","green","BK09","2015-05-08",11036,22887,97,1,37,105398,1
"183","green","BK09","2015-05-10",11036,22887,97,6,37,105398,1
"184","green","BK09","2015-05-11",11036,22887,97,3,37,105398,1
"185","green","BK09","2015-05-12",11036,22887,97,1,37,105398,2
"186","green","BK09","2015-05-13",11036,22887,97,2,37,105398,0
"187","green","BK09","2015-05-14",11036,22887,97,1,37,105398,0
"188","green","BK09","2015-05-15",11036,22887,97,3,37,105398,2
"189","green","BK09","2015-05-18",11036,22887,97,1,37,105398,1
"190","green","BK09","2015-05-20",11036,22887,97,1,37,105398,1
"191","green","BK09","2015-05-22",11036,22887,97,1,37,105398,1
"192","green","BK09","2015-05-23",11036,22887,97,1,37,105398,0
"193","green","BK09","2015-05-24",11036,22887,97,3,37,105398,1
"194","green","BK09","2015-05-25",11036,22887,97,3,37,105398,1
"195","green","BK09","2015-05-26",11036,22887,97,1,37,105398,1
"196","green","BK09","2015-05-28",11036,22887,97,1,37,105398,2
"197","green","BK09","2015-05-29",11036,22887,97,1,37,105398,0
"198","green","BK09","2015-05-30",11036,22887,97,1,37,105398,3
"199","green","BK09","2015-05-31",11036,22887,97,3,37,105398,1
"200","green","BK09","2015-06-02",11036,22887,97,2,37,105398,0
"201","green","BK09","2015-06-03",11036,22887,97,2,37,105398,0
"202","green","BK09","2015-06-04",11036,22887,97,2,37,105398,0
"203","green","BK09","2015-06-06",11036,22887,97,2,37,105398,0
"204","green","BK09","2015-06-08",11036,22887,97,3,37,105398,2
"205","green","BK09","2015-06-09",11036,22887,97,1,37,105398,2
"206","green","BK09","2015-06-11",11036,22887,97,1,37,105398,1
"207","green","BK09","2015-06-14",11036,22887,97,1,37,105398,2
"208","green","BK09","2015-06-15",11036,22887,97,1,37,105398,1
"209","green","BK09","2015-06-16",11036,22887,97,1,37,105398,0
"210","green","BK09","2015-06-17",11036,22887,97,2,37,105398,1
"211","green","BK09","2015-06-19",11036,22887,97,2,37,105398,1
"212","green","BK09","2015-06-20",11036,22887,97,1,37,105398,1
"213","green","BK09","2015-06-21",11036,22887,97,1,37,105398,1
"214","green","BK09","2015-06-22",11036,22887,97,1,37,105398,0
"215","green","BK09","2015-06-23",11036,22887,97,3,37,105398,1
"216","green","BK09","2015-06-25",11036,22887,97,1,37,105398,1
"217","green","BK09","2015-06-28",11036,22887,97,1,37,105398,2
"218","green","BK09","2015-06-29",11036,22887,97,1,37,105398,0
"219","green","BK09","2015-06-30",11036,22887,97,1,37,105398,0
"220","green","BK19","2014-07-07",14145,35547,90.4,1,46,30872,0
"221","green","BK19","2014-09-07",14145,35547,90.4,1,46,30872,0
"222","green","BK19","2015-03-18",14145,35547,90.4,1,46,30872,0
"223","green","BK19","2015-03-27",14145,35547,90.4,1,46,30872,0
"224","green","BK21","2014-05-01",10864,31965,37.5,1,38,23229,0
"225","green","BK21","2014-05-07",10864,31965,37.5,1,38,23229,1
"226","green","BK21","2014-05-17",10864,31965,37.5,1,38,23229,0
"227","green","BK21","2014-05-21",10864,31965,37.5,1,38,23229,0
"228","green","BK21","2014-06-23",10864,31965,37.5,1,38,23229,0
"229","green","BK21","2014-06-24",10864,31965,37.5,1,38,23229,0
"230","green","BK21","2014-06-26",10864,31965,37.5,1,38,23229,0
"231","green","BK21","2014-07-14",10864,31965,37.5,1,38,23229,0
"232","green","BK21","2014-07-15",10864,31965,37.5,1,38,23229,0
"233","green","BK21","2014-08-09",10864,31965,37.5,1,38,23229,0
"234","green","BK21","2014-08-19",10864,31965,37.5,1,38,23229,0
"235","green","BK21","2014-09-12",10864,31965,37.5,1,38,23229,0
"236","green","BK21","2015-01-08",10864,31965,37.5,1,38,23229,0
"237","green","BK21","2015-01-09",10864,31965,37.5,1,38,23229,0
"238","green","BK21","2015-02-23",10864,31965,37.5,1,38,23229,0
"239","green","BK21","2015-02-25",10864,31965,37.5,1,38,23229,0
"240","green","BK21","2015-03-11",10864,31965,37.5,1,38,23229,0
"241","green","BK21","2015-03-12",10864,31965,37.5,1,38,23229,0
"242","green","BK21","2015-05-04",10864,31965,37.5,1,38,23229,0
"243","green","BK21","2015-05-18",10864,31965,37.5,1,38,23229,0
"244","green","BK21","2015-06-04",10864,31965,37.5,1,38,23229,0
"245","green","BK21","2015-06-23",10864,31965,37.5,1,38,23229,0
"246","green","BK23","2014-08-23",8116,17750,88.2,1,56,38047,0
"247","green","BK23","2014-09-19",8116,17750,88.2,1,56,38047,0
"248","green","BK23","2015-02-13",8116,17750,88.2,1,56,38047,0
"249","green","BK23","2015-04-17",8116,17750,88.2,1,56,38047,0
"250","green","BK23","2015-05-13",8116,17750,88.2,1,56,38047,0
"251","green","BK23","2015-06-02",8116,17750,88.2,1,56,38047,0
"252","green","BK26","2015-03-27",11264,29436,40.2,1,40,35550,0
"253","green","BK28","2014-06-28",30027,88727,82.8,1,38,46137,0
"254","green","BK28","2015-02-03",30027,88727,82.8,1,38,46137,0
"255","green","BK29","2014-04-07",21974,62978,76.8,1,39,45108,0
"256","green","BK29","2015-04-05",21974,62978,76.8,1,39,45108,0
"257","green","BK29","2015-04-15",21974,62978,76.8,1,39,45108,0
"258","green","BK30","2015-05-05",15100,42419,61.8,1,39,54752,0
"259","green","BK30","2015-05-08",15100,42419,61.8,1,39,54752,0
"260","green","BK31","2014-04-05",34991,78607,50.5,1,39,57980,0
"261","green","BK31","2014-09-27",34991,78607,50.5,1,39,57980,1
"262","green","BK31","2015-01-01",34991,78607,50.5,1,39,57980,0
"263","green","BK31","2015-01-04",34991,78607,50.5,1,39,57980,1
"264","green","BK31","2015-02-26",34991,78607,50.5,1,39,57980,0
"265","green","BK31","2015-03-02",34991,78607,50.5,1,39,57980,0
"266","green","BK31","2015-03-09",34991,78607,50.5,1,39,57980,0
"267","green","BK31","2015-04-01",34991,78607,50.5,1,39,57980,0
"268","green","BK31","2015-04-26",34991,78607,50.5,1,39,57980,1
"269","green","BK31","2015-06-10",34991,78607,50.5,1,39,57980,0
"270","green","BK32","2014-04-12",16697,54041,43.8,1,32,44165,0
"271","green","BK32","2014-05-11",16697,54041,43.8,1,32,44165,0
"272","green","BK32","2014-05-12",16697,54041,43.8,1,32,44165,0
"273","green","BK32","2014-05-17",16697,54041,43.8,1,32,44165,0
"274","green","BK32","2014-05-20",16697,54041,43.8,1,32,44165,0
"275","green","BK32","2014-05-25",16697,54041,43.8,2,32,44165,0
"276","green","BK32","2014-07-16",16697,54041,43.8,1,32,44165,0
"277","green","BK32","2014-07-17",16697,54041,43.8,1,32,44165,0
"278","green","BK32","2014-08-01",16697,54041,43.8,1,32,44165,0
"279","green","BK32","2014-08-17",16697,54041,43.8,1,32,44165,0
"280","green","BK32","2014-09-01",16697,54041,43.8,1,32,44165,0
"281","green","BK32","2014-09-09",16697,54041,43.8,1,32,44165,0
"282","green","BK32","2014-09-23",16697,54041,43.8,1,32,44165,0
"283","green","BK32","2014-09-26",16697,54041,43.8,1,32,44165,0
"284","green","BK32","2015-01-01",16697,54041,43.8,1,32,44165,0
"285","green","BK32","2015-01-10",16697,54041,43.8,1,32,44165,0
"286","green","BK32","2015-02-06",16697,54041,43.8,1,32,44165,0
"287","green","BK32","2015-02-08",16697,54041,43.8,1,32,44165,0
"288","green","BK32","2015-02-13",16697,54041,43.8,1,32,44165,0
"289","green","BK32","2015-02-17",16697,54041,43.8,1,32,44165,0
"290","green","BK32","2015-02-26",16697,54041,43.8,1,32,44165,0
"291","green","BK32","2015-02-28",16697,54041,43.8,1,32,44165,1
"292","green","BK32","2015-03-10",16697,54041,43.8,1,32,44165,1
"293","green","BK32","2015-03-14",16697,54041,43.8,1,32,44165,0
"294","green","BK32","2015-03-19",16697,54041,43.8,1,32,44165,0
"295","green","BK32","2015-03-21",16697,54041,43.8,1,32,44165,0
"296","green","BK32","2015-03-22",16697,54041,43.8,1,32,44165,0
"297","green","BK32","2015-03-27",16697,54041,43.8,1,32,44165,0
"298","green","BK32","2015-04-10",16697,54041,43.8,1,32,44165,0
"299","green","BK32","2015-04-17",16697,54041,43.8,1,32,44165,0
"300","green","BK32","2015-04-20",16697,54041,43.8,1,32,44165,0
"301","green","BK32","2015-04-25",16697,54041,43.8,2,32,44165,0
"302","green","BK32","2015-04-29",16697,54041,43.8,1,32,44165,0
"303","green","BK32","2015-05-02",16697,54041,43.8,1,32,44165,0
"304","green","BK32","2015-05-16",16697,54041,43.8,2,32,44165,0
"305","green","BK32","2015-05-22",16697,54041,43.8,1,32,44165,0
"306","green","BK32","2015-05-28",16697,54041,43.8,1,32,44165,0
"307","green","BK32","2015-05-29",16697,54041,43.8,1,32,44165,0
"308","green","BK32","2015-06-03",16697,54041,43.8,1,32,44165,0
"309","green","BK32","2015-06-06",16697,54041,43.8,1,32,44165,0
"310","green","BK32","2015-06-14",16697,54041,43.8,1,32,44165,0
"311","green","BK32","2015-06-17",16697,54041,43.8,1,32,44165,1
"312","green","BK32","2015-06-27",16697,54041,43.8,1,32,44165,0
"313","green","BK32","2015-06-28",16697,54041,43.8,1,32,44165,0
"314","green","BK33","2014-04-01",17786,38353,36.9,2,35,85496,0
"315","green","BK33","2014-04-03",17786,38353,36.9,1,35,85496,0
"316","green","BK33","2014-04-04",17786,38353,36.9,2,35,85496,0
"317","green","BK33","2014-04-05",17786,38353,36.9,2,35,85496,2
"318","green","BK33","2014-04-06",17786,38353,36.9,1,35,85496,0
"319","green","BK33","2014-04-07",17786,38353,36.9,1,35,85496,0
"320","green","BK33","2014-04-11",17786,38353,36.9,1,35,85496,0
"321","green","BK33","2014-04-15",17786,38353,36.9,1,35,85496,0
"322","green","BK33","2014-04-19",17786,38353,36.9,1,35,85496,0
"323","green","BK33","2014-04-20",17786,38353,36.9,1,35,85496,0
"324","green","BK33","2014-04-23",17786,38353,36.9,1,35,85496,1
"325","green","BK33","2014-04-25",17786,38353,36.9,1,35,85496,0
"326","green","BK33","2014-05-01",17786,38353,36.9,1,35,85496,0
"327","green","BK33","2014-05-02",17786,38353,36.9,1,35,85496,0
"328","green","BK33","2014-05-03",17786,38353,36.9,1,35,85496,0
"329","green","BK33","2014-05-10",17786,38353,36.9,1,35,85496,0
"330","green","BK33","2014-05-11",17786,38353,36.9,1,35,85496,0
"331","green","BK33","2014-05-15",17786,38353,36.9,2,35,85496,0
"332","green","BK33","2014-05-16",17786,38353,36.9,1,35,85496,0
"333","green","BK33","2014-05-17",17786,38353,36.9,1,35,85496,0
"334","green","BK33","2014-05-19",17786,38353,36.9,1,35,85496,0
"335","green","BK33","2014-05-20",17786,38353,36.9,1,35,85496,0
"336","green","BK33","2014-05-24",17786,38353,36.9,1,35,85496,0
"337","green","BK33","2014-05-27",17786,38353,36.9,1,35,85496,0
"338","green","BK33","2014-05-28",17786,38353,36.9,1,35,85496,0
"339","green","BK33","2014-05-29",17786,38353,36.9,2,35,85496,0
"340","green","BK33","2014-05-30",17786,38353,36.9,2,35,85496,0
"341","green","BK33","2014-05-31",17786,38353,36.9,1,35,85496,0
"342","green","BK33","2014-06-01",17786,38353,36.9,1,35,85496,0
"343","green","BK33","2014-06-03",17786,38353,36.9,1,35,85496,0
"344","green","BK33","2014-06-05",17786,38353,36.9,1,35,85496,0
"345","green","BK33","2014-06-06",17786,38353,36.9,1,35,85496,0
"346","green","BK33","2014-06-07",17786,38353,36.9,2,35,85496,1
"347","green","BK33","2014-06-08",17786,38353,36.9,2,35,85496,0
"348","green","BK33","2014-06-12",17786,38353,36.9,1,35,85496,0
"349","green","BK33","2014-06-13",17786,38353,36.9,2,35,85496,2
"350","green","BK33","2014-06-17",17786,38353,36.9,1,35,85496,0
"351","green","BK33","2014-06-18",17786,38353,36.9,1,35,85496,2
"352","green","BK33","2014-06-19",17786,38353,36.9,1,35,85496,1
"353","green","BK33","2014-06-20",17786,38353,36.9,2,35,85496,0
"354","green","BK33","2014-06-21",17786,38353,36.9,2,35,85496,0
"355","green","BK33","2014-06-24",17786,38353,36.9,1,35,85496,0
"356","green","BK33","2014-06-25",17786,38353,36.9,1,35,85496,0
"357","green","BK33","2014-06-27",17786,38353,36.9,1,35,85496,0
"358","green","BK33","2014-06-28",17786,38353,36.9,2,35,85496,1
"359","green","BK33","2014-06-29",17786,38353,36.9,2,35,85496,0
"360","green","BK33","2014-06-30",17786,38353,36.9,1,35,85496,0
"361","green","BK33","2014-07-02",17786,38353,36.9,2,35,85496,0
"362","green","BK33","2014-07-03",17786,38353,36.9,2,35,85496,0
"363","green","BK33","2014-07-04",17786,38353,36.9,1,35,85496,0
"364","green","BK33","2014-07-05",17786,38353,36.9,1,35,85496,0
"365","green","BK33","2014-07-13",17786,38353,36.9,1,35,85496,0
"366","green","BK33","2014-07-17",17786,38353,36.9,2,35,85496,1
"367","green","BK33","2014-07-19",17786,38353,36.9,1,35,85496,0
"368","green","BK33","2014-07-21",17786,38353,36.9,2,35,85496,0
"369","green","BK33","2014-07-22",17786,38353,36.9,1,35,85496,3
"370","green","BK33","2014-07-23",17786,38353,36.9,1,35,85496,0
"371","green","BK33","2014-07-24",17786,38353,36.9,1,35,85496,0
"372","green","BK33","2014-07-26",17786,38353,36.9,1,35,85496,2
"373","green","BK33","2014-07-30",17786,38353,36.9,1,35,85496,0
"374","green","BK33","2014-07-31",17786,38353,36.9,2,35,85496,0
"375","green","BK33","2014-08-02",17786,38353,36.9,1,35,85496,1
"376","green","BK33","2014-08-03",17786,38353,36.9,1,35,85496,1
"377","green","BK33","2014-08-05",17786,38353,36.9,1,35,85496,0
"378","green","BK33","2014-08-09",17786,38353,36.9,3,35,85496,0
"379","green","BK33","2014-08-10",17786,38353,36.9,1,35,85496,0
"380","green","BK33","2014-08-11",17786,38353,36.9,1,35,85496,0
"381","green","BK33","2014-08-13",17786,38353,36.9,1,35,85496,0
"382","green","BK33","2014-08-14",17786,38353,36.9,3,35,85496,0
"383","green","BK33","2014-08-15",17786,38353,36.9,2,35,85496,0
"384","green","BK33","2014-08-16",17786,38353,36.9,2,35,85496,0
"385","green","BK33","2014-08-19",17786,38353,36.9,2,35,85496,0
"386","green","BK33","2014-08-20",17786,38353,36.9,2,35,85496,0
"387","green","BK33","2014-08-21",17786,38353,36.9,1,35,85496,0
"388","green","BK33","2014-08-22",17786,38353,36.9,1,35,85496,1
"389","green","BK33","2014-08-23",17786,38353,36.9,2,35,85496,0
"390","green","BK33","2014-08-24",17786,38353,36.9,1,35,85496,0
"391","green","BK33","2014-08-25",17786,38353,36.9,1,35,85496,0
"392","green","BK33","2014-08-26",17786,38353,36.9,1,35,85496,0
"393","green","BK33","2014-08-27",17786,38353,36.9,2,35,85496,0
"394","green","BK33","2014-08-28",17786,38353,36.9,2,35,85496,1
"395","green","BK33","2014-08-29",17786,38353,36.9,1,35,85496,1
"396","green","BK33","2014-08-31",17786,38353,36.9,1,35,85496,0
"397","green","BK33","2014-09-04",17786,38353,36.9,1,35,85496,0
"398","green","BK33","2014-09-05",17786,38353,36.9,1,35,85496,0
"399","green","BK33","2014-09-07",17786,38353,36.9,1,35,85496,0
"400","green","BK33","2014-09-08",17786,38353,36.9,1,35,85496,0
"401","green","BK33","2014-09-10",17786,38353,36.9,2,35,85496,0
"402","green","BK33","2014-09-11",17786,38353,36.9,1,35,85496,0
"403","green","BK33","2014-09-13",17786,38353,36.9,2,35,85496,0
"404","green","BK33","2014-09-14",17786,38353,36.9,1,35,85496,0
"405","green","BK33","2014-09-18",17786,38353,36.9,3,35,85496,1
"406","green","BK33","2014-09-21",17786,38353,36.9,1,35,85496,0
"407","green","BK33","2014-09-22",17786,38353,36.9,1,35,85496,1
"408","green","BK33","2014-09-26",17786,38353,36.9,3,35,85496,0
